scientific_name,common_name,impact_country,impact_region,impact_mechanism,impact_category,category_evidence,confidence_rating,confidence_justification,impact_details,impact_species,notes,reference,file_name
Psilopogon lineatus,lineated barbet,Republic of Singapore,NA,(12) Indirect impacts through interactions with other species,DD - Data deficient,"An important  non-avian  consideration  is  the  potential  detrimental impact on native forest flora by the dispersal of seeds of non-native flora, thereby extending the range of alien flora, since the barbet is a versatile frugivore, feeding on exotic species like MacArthur’s palm Ptychosperma macarthurii, Cecropia species and albizia Falcataria
moluccana.",NA,NA,NA,NA,NA,"Wong, S.H.F. (2014). The spread and relative abundance of the non-nativeWhite-crested Laughingthrush Garrulax leucolophus and Lineated Barbet Megalaima lineata in Singapore, FORKTAIL 30 (2014): 90–9",EICAT_Psilopogon lineatus_081021_IUCN_accept.xlsx
Psittacara acuticaudatus,blue-crowned parakeet,United Kingdom,Bromley,(8) Grazing/herbivory/browsing,MC - Minimal concern,"The Blue-crowned Parakeets foraged together, often calling loudly, particularly just before taking flight. Their preferred food items were similar to those of Rose-ringed Parakeets, and included, for example, tree buds, shoots and blossom. Blue-crowned Parakeets in the Bromley area have also been observed feeding on peanuts, sunflower seeds and commercial seed mix in nearby gardens.",Low,"Whilst there is some observational evidence, it is difficult to establish the extent and severity of herbivory impacts.",NA,NA,NA,"Butler C, Hazlehurst G, Butler K. (2002). First nesting by
blue-crowned parakeet in Britain. Br Birds. 2002;95:
17–20.",EICAT_Psittacara acuticaudatus_22092021_IUCN_accept.xlsx
Psittacara holochlorus,Green Parakeet,U.S.A.,"Texas

",NA,DD - Data deficient,"Although Carolina parakeets had declined (and perhaps vanished altogether) by the early 1920s,
there were rumors of a ‘‘flock’’ of parakeets present around the edge of the Everglades. A specimen collected
in 1924 was identified as a green conure (Aratinga holochlora). Although this bird was believed
to be part of a flock living in the wild for several years, it was later reported that the bird was a local escapee from 5 miles away. 8 Rumors of a ‘‘flock’’ of parakeets near the Everglades were never substantiated. Green conures became established in southern Texas during the 1990s.",NA,NA,NA,NA,NA,"Butler, C. J. (2005). Feral Parrots in the Continental United States and United Kingdom: Past, Present, and Future. J. Avian Med. Surg. 19, 142–149",EICAT_Psittacara holochlorus_150921_IUCN_accept.xlsx
Psittacara holochlorus,Green Parakeet,U.S.A.,Florida,NA,DD - Data deficient,"Although Carolina parakeets had declined (and perhaps vanished altogether) by the early 1920s,
there were rumors of a ‘‘flock’’ of parakeets present around the edge of the Everglades. A specimen collected
in 1924 was identified as a green conure (Aratinga holochlora). Although this bird was believed
to be part of a flock living in the wild for several years, it was later reported that the bird was a local escapee from 5 miles away. 8 Rumors of a ‘‘flock’’ of parakeets near the Everglades were never substantiated. Green conures became established in southern Texas during the 1990s.",NA,NA,NA,NA,NA,"Butler, C. J. (2005). Feral Parrots in the Continental United States and United Kingdom: Past, Present, and Future. J. Avian Med. Surg. 19, 142–149",EICAT_Psittacara holochlorus_150921_IUCN_accept.xlsx
Psittacara holochlorus,Green Parakeet,U.S.A.,Florida,NA,DD - Data deficient,These birds can be seen at Fort Lauderdale and Miami along with its relatives mentioned earlier. Their population is suspected to be increasing.,NA,NA,NA,NA,NA,Jesse (2021). Parrots in Florida (17 Species With Pictures). https://birdfeederhub.com/parrots-in-florida/,EICAT_Psittacara holochlorus_150921_IUCN_accept.xlsx
Psittacara mitratus,Mitred Parakeet,U.S.A.,Hawaii (Maui),(1) Competition,MC - Minimal concern,"On Maui direct competition with native birds has been observed in the
displacement of frigate birds (Fregata minor palmerstoni) from roosting areas and in competition with
shearwaters (Puffinus spp.) and petrels (Pterodroma spp.) for nesting sites in cliff-side burrows.",Low,"Whilst there is some observational evidence, it is difficult to establish the extent and severity of competition impacts.",NA,"Fregata minor,Puffinus spp,
Pterodroma spp.

",NA,"MAUI INVASIVE SPECIES COMMITTEE (MISC). 2002.
Action plan. Makawao, Hawai`i, USA
Available at: http://www.hear.org/misc/pdfs/misc_2002_action_plan_text_only.pdf",EICAT_Psittacara mitratus_121021_IUCN_accept.xlsx
Psittacara mitratus,Mitred Parakeet,U.S.A.,Florida,(1) Competition,DD - Data deficient,"Other anthropogenic structures are available for nesting; during our searches we found a large nesting colony of Mitred Parakeets (Psittacara mitrata) nesting in the roof of an apartment building, and recorded 118 Monk Parakeet (Myiopsitta monachus) stick nests built primarily on electrical infrastructure.Exotic parrots in Miami do not appear to pose a threat of invading intact natural areas. Parrots have been present in the periphery of these natural systems for decades with no sign of a nascent invasion. Breeding attempts are widespread but less common than most native or exotic birds. They are particularly less numerous than European Starlings, the dominant exotic usurper of nest cavities.They are also less common than the woodpeckers, which excavate sufficient cavities in an urban region to prevent nest site limitation. Other imperiled hole-nesting native birds found in temperate peninsular Florida such as Red-cockaded Woodpecker (Leuconotopicus borealis), Brown-headed Nuthatch (Sitta pusilla), and Eastern Bluebird (Sialia sialis), are absent in Miami limiting the potential for parrots to harm native bird populations (Blanc and Walters 2008). The biotic resistance from nest competition in urban Miami is low, allowing small populations of parrots to persist without interacting with most native species.",NA,NA,NA,NA,NA,"Diamond, J.M.and Ross, M.S. (2019). Exotic parrots breeding in urban tree cavities: nesting requirements, geographic distribution, and potential impacts on cavity
nesting birds in southeast Florida, Diamond and Ross ﻿Avian Res (2019) 10:39",EICAT_Psittacara mitratus_121021_IUCN_accept.xlsx
Psittacara mitratus,Mitred Parakeet,U.S.A.,Hawaii (Maui),(1) Competition,DD - Data deficient,"Other potential threats associated with anincreasing population  of  conures  include seed  predation
on rare and endangered plants, seabird nest displacement,and reduced agricultural productivity.",NA,NA,NA,NA,NA,"Radford, A., and T. Penniman. (2014). Mitred Conure control on Maui. Proceedings of the 
Vertebrate Pest Conference 26:61–66.",EICAT_Psittacara mitratus_121021_IUCN_accept.xlsx
Psittacara mitratus,Mitred Parakeet,U.S.A.,Hawaii (Maui),(8) Grazing/herbivory/browsing,DD - Data deficient,"Other potential threats associated with anincreasing population  of  conures  include seed  predation
on rare and endangered plants, seabird nest displacement,and reduced agricultural productivity.",NA,NA,NA,NA,NA,"Radford, A., and T. Penniman. (2014). Mitred Conure control on Maui. Proceedings of the 
Vertebrate Pest Conference 26:61–66.",EICAT_Psittacara mitratus_121021_IUCN_accept.xlsx
Psittacara mitratus,Mitred Parakeet,U.S.A.,Hawaii (Maui),(12) Indirect impacts through interactions with other species,DD - Data deficient,"Mitred parakeets may be dispersing seeds from banyan trees (Ficus spp.), Christmas berry (Schinus terebinthifolius) and others over large areas in their droppings (Table 1). We did not observe parakeets feeding on miconia (Miconia calvescens) but several large miconia trees were discovered near the core of their range
in 2006, and earlier feeding trials demonstrated that a captive mitred parakeet would eat and pass viable miconia seeds. If they are spreading viable miconia seeds, they may be undoing over a decade of work eradicating miconia on Maui.",NA,NA,NA,NA,NA,"Runde, D. E., and W. C. Pitt. (2008). Maui’s mitred parakeets (Aratinga mitrata). J. Hawaii Audubon Soc. 68(1):1-4.",EICAT_Psittacara mitratus_121021_IUCN_accept.xlsx
Psittacara mitratus,Mitred Parakeet,U.S.A.,Hawaii (Maui),(12) Indirect impacts through interactions with other species,DD - Data deficient,"Mitred Parakeets are frugivorous/granivorous. Locally they feed on the fruits and seeds of wild plum, Christmas berry, papaya, strawberry guava, and other shrubs and trees (Kahiamoe, pers. comm.; Parker, pers. comm.). They are opportunists and feed on whatever is accessible and ripe at the time.",NA,NA,NA,NA,NA,"Waring, G. H. 1967. Free-ranging parrot population of Haiku District, Maui, Hawaii. Alien Species in Hawaii, Hawaiian Ecosystems at Risk (HEAR) Project, Univ. of Hawaii.",EICAT_Psittacara mitratus_121021_IUCN_accept.xlsx
Psittacara mitratus,Mitred Parakeet,U.S.A.,Hawaii (Maui),(12) Indirect impacts through interactions with other species,DD - Data deficient,Mitred parakeets are also known to feed on Miconia berries in their home range. The possibility that mitred parakeets would eat Miconia and spread viable seeds needs to be assessed.  MISC will also continue to facilitate research into the possible threat of Miconia seed spread by mitred parakeets with assistance from USGS-BRD and MARS.,NA,NA,NA,NA,NA,"MAUI INVASIVE SPECIES COMMITTEE (MISC). 2002.
Action plan. Makawao, Hawai`i, USA
Available at: http://www.hear.org/misc/pdfs/misc_2002_action_plan_text_only.pdf",EICAT_Psittacara mitratus_121021_IUCN_accept.xlsx
Psittacula alexandri,Red-breasted Parakeet,Singapore,NA,(1) Competition,MO - Moderate,"The first parrot count, which was conducted on 15 January 2011 counted at a total of 11 sites and detected over 500 individuals, including a substantial proportion of the non‐native Red‐breasted Parakeet. An uncommon species 10 years ago, the Red‐breasted Parakeet is now probably the commonest psittacine in Singapore and outnumber the formerly numerous resident Long‐tailed Parakeet at many urban and suburban sites across Singapore. With the increase in non‐native parrots like Red‐breasted Parakeets and Tanimbar Corella, it is of special conservation interest to monitor how abundance of the native and globally near‐threatened Long‐tailed Parakeet is changing. Although Long‐tailed Parakeets remain the second most abundant psittacine in Singapore, it is possible that competition with Red‐breasted Parakeets is resulting in a decline in the former, with loss of suitable nest holes. Notably, despite nearly more sites being covered, Long‐tailed Parakeet abundance has dropped from 183 counted last year to 128 this year, while Red‐breasted Parakeet abundance has increased correspondingly to 329.",Low,There is no observational evidence to support the assessment. It is difficult to establish the extent and severity of competition impacts. The impact severity could be lower.,NA,Psittacula longicauda,NA,"Yong, D.L. & Owyong, A. (2012). Summary Report: Parrot Count 2012 (Singapore). Nature Society (Singapore) and International Ornithological Union (IOU).",EICAT_Psittacula alexandri_151021_IUCN_accept.xlsx
Psittacula alexandri,Red-breasted Parakeet,Singapore,NA,(1) Competition,MN - Minor,"The Red-breasted Parakeet (Psittacula alexandri) is a feral resident that is currently getting more and more common and slowly replacing the Rose-ringed Parakeet (Psittacula krameri), another feral species, as well as the Long-tailed (Psittacula longicauda), a resident. The parakeet was first reported as far back as 1943 without any sign of breeding taking place. Through the years there were further reports of sightings and later, reports of breeding, until now these birds are increasing in numbers and slowly replacing the other two species.",Low,There is no observational evidence to support the assessment. It is difficult to establish the extent and severity of competition impacts. The impact severity could be lower.,NA,Psittacula longicauda,NA,"BESG (2017). Subspecies of Red-breasted Parakeet, Bird Ecology Study Group
Available at: https://besgroup.org/2007/03/27/subspecies-of-red-breasted-parakeet/",EICAT_Psittacula alexandri_151021_IUCN_accept.xlsx
Psittacula alexandri,Red-breasted Parakeet,Singapore,NA,(1) Competition,DD - Data deficient,"Another possible consequence is reduced food availability to native bird species.The breeding success of native hole-nesters may also become compromised in the presence of non-native hole-nesters in  the  same  area. This  combination  of  hole-nest  competition  with  alien  birds  and  the  lack  of suitable  nesting  sites  may  further  reduce  breeding  success  of  native  hole-nesters  such  as  the  common  goldenback woodpecker, Dinopium javanense, and the oriental dollarbird, Eurystomus orientalis.",NA,NA,NA,NA,NA,"Neo, M.L. (2012). A review of three alien parrots in Singapore. Nature in Singapore, 5, pp.241–248.",EICAT_Psittacula alexandri_151021_IUCN_accept.xlsx
Psittacula alexandri,Red-breasted Parakeet,India,Kerala,(1) Competition,DD - Data deficient,"On the  same  food  source,  the  Red-breasted  Parakeet  has  been recorded to consume the entire unripe fruit while native birds feed upon the seeds of its ripen fruits.  Such removal of immature fruits may result in less food being available to the native birds (Neo 2012).  Hole-nest competition with alien birds and the lack of suitable nesting sites may further reduce breeding success of native hole-nesters such as the woodpeckers, barbets, hornbills and other parakeet species. The Red-breasted Parakeet presently shows no evidence of any serious impact on native ecology in India.  However, an increased population size of these species may pose problems in the long term through seed predation of native plant species or competition with native birds for similar resources such as food and hole-nests.",NA,NA,NA,NA,NA,"John, L., Gopalan, S.V., Priyanka, S., & Laladhas, K.P. (2016). Sighting of Red-breasted Parakeet Psittacula alexandri (Linnaeus, 1758) (Psittaciformes: Psittaculidae) from Vellayani, Thiruvananthapuram, Kerala, India. Journal of Threatened Taxa, 8, 8732-8735.",EICAT_Psittacula alexandri_151021_IUCN_accept.xlsx
Psittacula alexandri,Red-breasted Parakeet,Singapore,NA,(3) Hybridisation,DD - Data deficient,"The release of non-native subspecies may result in inter-breeding with local populations. Such  genetic  mixing  will  contaminate  the  gene  pool  of  local  populations,  thus blurring the lines of conserving the local subspecies. There have been no reports of interbreeding between parrot species so far but we cannot rule out this possibility in the future.",NA,NA,NA,NA,NA,"Neo, M.L. (2012). A review of three alien parrots in Singapore. Nature in Singapore, 5, pp.241–248.",EICAT_Psittacula alexandri_151021_IUCN_accept.xlsx
Psittacula alexandri,Red-breasted Parakeet,Singapore,NA,(8) Grazing/herbivory/browsing,MC - Minimal concern,"Red-breasted parakeets began spreading across mainland Singapore and offshore islands (Pulau Ubin and Pulau Sakijang Bendera [St. John‘s Island]; Lim & Gardner, 1997; Lim, 2009), with much evidence of breeding.The red-breasted parakeets  have  been  observed  feeding  on  seeds  from  several  trees  and  plants (see Table 2): African tulip, Spathodea campanulata (BESG, 2007d); simpoh air, Dillenia suffruticosa* (BESG, 
2009c); rose of India, Lagerstroemia speciosa (BESG, 2011b). On farmlands within their native range, the Tanimbar corella and red-breasted parakeet raid maize and rice fields in  huge  flocks  (Forshaw,  1973;  Long,  1981),  and  have  been  known  to  damage  up  to  50%  of  the  crops  (Jepson  et  al., 2001).  In  Singapore,  these  parrots  mostly  fed  on  ornamental  plants  such  as  the  cassia  or  golden shower  (Cassia fistula;  BESG,  2009a),  the  pong  pong  (Cerbera odollam;  BESG,  2009b),  and  leucaena  (Leucaena leucocephala;  BESG, 2010a),  as well as on two species of native plants (Table 2). However, plant damage caused by these aliens has not been reported in Singapore, and the paucity of information makes it difficult to assess their potential ecological impact.  The  red-breasted  parakeet  has  been  observed  to  use  its  strong  bill  to consume the entire unripe fruit of simpoh air (BESG, 2009c), and this selective removal of immature fruits may lead to lowered recruitment of native plants.Again, detailed studies on seed predation by alien parrots will be necessary to determine their ecological impact.",Low,"Whilst there is some observational evidence, it is difficult to establish the extent and severity of herbivory impacts.",NA,Dillenia suffruticosa,NA,"Neo, M.L. (2012). A review of three alien parrots in Singapore. Nature in Singapore, 5, pp.241–248.",EICAT_Psittacula alexandri_151021_IUCN_accept.xlsx
Psittacula alexandri,Red-breasted Parakeet,India,Kerala,(8) Grazing/herbivory/browsing,DD - Data deficient,"On the  same  food  source,  the  Red-breasted  Parakeet  has  been recorded to consume the entire unripe fruit while native birds feed upon the seeds of its ripen fruits.  Such removal of immature fruits may result in less food being available to the native birds (Neo 2012).  Hole-nest competition with alien birds and the lack of suitable nesting sites may further reduce breeding success of native hole-nesters such as the woodpeckers, barbets, hornbills and other parakeet species. The Red-breasted Parakeet presently shows no evidence of any serious impact on native ecology in India.  However, an increased population size of these species may pose problems in the long term through seed predation of native plant species or competition with native birds for similar resources such 
as food and hole-nests.",NA,NA,NA,NA,NA,"John, L., Gopalan, S.V., Priyanka, S., & Laladhas, K.P. (2016). Sighting of Red-breasted Parakeet Psittacula alexandri (Linnaeus, 1758) (Psittaciformes: Psittaculidae) from Vellayani, Thiruvananthapuram, Kerala, India. Journal of Threatened Taxa, 8, 8732-8735.",EICAT_Psittacula alexandri_151021_IUCN_accept.xlsx
Psittacula eupatria,Alexandrine parakeet,Turkey,Istanbul,(1) Competition,MC - Minimal concern,"In our study, we observed that the Rose-ringed parakeets were  interacting with Eurasian nuthatches Sitta europaea, Common starlings Sturnus vulgaris,  Syrian  woodpeckers  Dendrocopos  syriacus;  and  Alexandrine  parakeets  were interacting with Western jackdaws Coloeus monedula. Although these were only  superficial  observations,  they  still  have  a  value  in  suggesting  that  competition  for resources is probably occurring among invasive non-native parakeets and native species in Istanbul’s large city parks.",Low,"Whilst there is some observational evidence, it is difficult to establish the extent and severity of competition impacts.",NA,Coloeus monedula,NA,"Şahin, D., & Arslangündoğdu, Z. (2019). Breeding status and nest characteristics of rose-ringed (Psittacula Krameri) and alexandrine parakeets (Psittacula Eupatria) in Istanbul’s city parks. Applied Ecology and Environmental Research, 17, 2461-2471.",EICAT_Psittacula eupatria_24092021_IUCN_accept.xlsx
Psittacula eupatria,Alexandrine parakeet,Germany,Cologne,(1) Competition,DD - Data deficient,"The native stock dove (Columba oenas) does not appear to be actively displaced; at Cologne Zoo, three pairs bred in 2017 and 2018, partly in the direct vicinity of the Alexander Parakeets (pers. comm. Bresser 2018). The stock dove apparently even benefits from the proximity of the parrots: in 2009, 15 stock doves shared a roost with shared a roost with 60 Alexander Parakeets and a green parakeet Psittacara holochlorain Cologne.",NA,NA,NA,NA,NA,"Braun, M.P., Franz, D., Braun, N., Koch, E., Walter, C., Bresser, A., Ziegler, T. & Marcordes, B. ( 2018). Current census of Alexandrine Parakeets Palaeornis eupatria syn. Psittacula eupatria in Germany and Europe. Vogelwarte 56(2):383-385",EICAT_Psittacula eupatria_24092021_IUCN_accept.xlsx
Psittacula eupatria,Alexandrine parakeet,Europe,NA,(1) Competition,DD - Data deficient,"During a recent EU-level workshop aimed at prioritising invasive alien species prevention efforts through horizon scanning, experts unanimously agreed that Alexandrine parakeets should be considered as a high priority species for risk assessment. The experts listed competition for nesting cavities with native species, disease transmission, damage to agriculture and interactions with other invasive species as major mechanisms through which Alexandrine parakeets are likely to threaten biodiversity and ecosystem services.",NA,NA,NA,NA,NA,"Ancillotto, L.; Strubbe, D.; Menchetti,M.; Mori, E. An overlooked invader? (2015). Ecological niche, invasion success and range dynamics
of the Alexandrine parakeet in the invaded range. Biol. Invas. 2015, 18, 583–595. [",EICAT_Psittacula eupatria_24092021_IUCN_accept.xlsx
Psittacula eupatria,Alexandrine parakeet,Japan,NA,(1) Competition,DD - Data deficient,Potential impacts: Competition with native birds and potential host of psittacosis,NA,NA,NA,NA,NA,"National Institut for Environmental Studies, Japan (2021). Invasive species of Japan: Psittacula eupatria.
Available at: https://www.nies.go.jp/biodiversity/invasive/DB/detail/20080e.html",EICAT_Psittacula eupatria_24092021_IUCN_accept.xlsx
Psittacula eupatria,Alexandrine parakeet,Japan,NA,(4) Transmission of diseases to native species,DD - Data deficient,Potential impacts: Competition with native birds and potential host of psittacosis,NA,NA,NA,NA,NA,"National Institut for Environmental Studies, Japan (2021). Invasive species of Japan: Psittacula eupatria.
Available at: https://www.nies.go.jp/biodiversity/invasive/DB/detail/20080e.html",EICAT_Psittacula eupatria_24092021_IUCN_accept.xlsx
Psittacula eupatria,Alexandrine parakeet,Europe,NA,(4) Transmission of diseases to native species,DD - Data deficient,"During a recent EU-level workshop aimed at prioritising invasive alien species prevention efforts through horizon scanning, experts unanimously agreed that Alexandrine parakeets should be considered as a high priority species for risk assessment. The experts listed competition for nesting cavities
with native species, disease transmission, damage to agriculture and interactions with other invasive
species as major mechanisms through which Alexandrine parakeets are likely to threaten biodiversity and ecosystem services.",NA,NA,NA,NA,NA,"Ancillotto, L.; Strubbe, D.; Menchetti,M.; Mori, E. An overlooked invader? (2015). Ecological niche, invasion success and range dynamics
of the Alexandrine parakeet in the invaded range. Biol. Invas. 2015, 18, 583–595. [",EICAT_Psittacula eupatria_24092021_IUCN_accept.xlsx
Psittacula eupatria,Alexandrine parakeet,Iran,Tehran,(8) Grazing/herbivory/browsing,MC - Minimal concern,"Observations on the Alexandrine Parakeet (Psittacula eupatria), an alien species, at Keshavarzi
Garden, Tehran, during 2000-2003, showed that the preferred food items were seeds of Pine (Pinus
eldarica), Cypress (Cupressus sempervirens), Plane (Platanus orientalis), Elm (Ulmus carpinifolia), and
fruits of Quince (Goldenapple) (Cydonia oblonga), Pear (Pyrus communis), Kaki (Persimmon) (Diospyros
kaki). 78% and 59% of pine cones collected from two stations in the garden were certainly cut by P.
eupatria.",Low,"Whilst there is some observational evidence, it is difficult to establish the extent and severity of herbivory impacts.",NA,"Pinus eldarica, Cupressus sempervirens, Platanus orientalis, Ulmus carpinifolia, Cydonia oblonga",NA,"Khaleghizadeh, A. (2004). On the diet and population of the Alexandrine parakeet, Psittacula eupatria, in the urban environment of Tehran, Iran. Zoology in the Middle East, 32, pp.27–32.",EICAT_Psittacula eupatria_24092021_IUCN_accept.xlsx
Psittacula eupatria,Alexandrine parakeet,Europe,NA,(12) Indirect impacts through interactions with other species,DD - Data deficient,"Our results offer statistically weak but clear support to the hypothesis that interspecific facilitation with P.
krameri may contribute to niche expansion and invasion success of P. eupatria. These two parakeet species, which are closely related and rather similar in appearance, may form mixed-species flocks and/or join communal roost sites. Single individuals or small nuclei of P. eupatria may potentially benefit of this association by predator avoidance nd/or information transfer (e.g. on foraging, nesting and roosting locations; sensu Ward and Zahavi 1973) from an established population of P. krameri. Such associations, together with parrot longevity (Costantini et al. 2008), may also increase individual survival, potentially giving single P. eupatria more chances to encounter potential partners, e.g. after new releases. During a recent EU-level workshop aimed at prioritising invasive alien species prevention efforts through horizon scanning, experts unanimously agreed that Alexandrine parakeets should be considered as a high priority species for risk assessment. The experts listed competition for nesting cavities
with native species, disease transmission, damage to agriculture and interactions with other invasive
species as major mechanisms through which Alexandrine parakeets are likely to threaten biodiversity and ecosystem services.",NA,NA,NA,NA,NA,"Ancillotto, L.; Strubbe, D.; Menchetti,M.; Mori, E. An overlooked invader? (2015). Ecological niche, invasion success and range dynamics
of the Alexandrine parakeet in the invaded range. Biol. Invas. 2015, 18, 583–595. [",EICAT_Psittacula eupatria_24092021_IUCN_accept.xlsx
Psittacula eupatria,Alexandrine parakeet,Spain,NA,(12) Indirect impacts through interactions with other species,DD - Data deficient,"The Rose-ringed Parakeet Psittacula krameri, is an invasive species widely spread across Europe, including Spain. The Alexandrine Parakeet Psittacula eupatria is also an invasive species established in Europe, but not in Spain, although some species distribution model classified parts of Spanish as ‘highly suitable’ and an invasion risk assessment predicted a ‘high risk of invasion’ in Europe. The first hybrids from these two species were recently detected in Spain. Based on these data, we suggest to capture the hybrids to prevent further invasion and possible interaction with other invasive parakeets in Spain.It is rare that there is so much information available about the invasive potential of one species, as the first sighting was recorded. So, this is a great opportunity to prevent a new introduction of parakeets, in a country with 21,000 already established feral parakeets, where the management measures, when applied, are technically and economically challenging. In conclusion, we recommend considering this sighting as an ‘early warning’ and taking serious action based on the precautionary principle. The early capture of the hybrids, as a part of the ‘rapid response’ mechanism, would avoid unpredictable consequences (i.e., spread a new invasive species or increase the population growth rate of the RRP).",NA,NA,NA,NA,NA,"Postigo, J.-L. (2016). New records of invasive Parakeet hybrids in Spain. A great opportunity to apply the rapid response mechanism. European Journal of Ecology, 2, 19-22.",EICAT_Psittacula eupatria_24092021_IUCN_accept.xlsx
Pternistis erckelii,Erckel's Francolin,U.S.A.,Hawaii,(12) Indirect impacts through interactions with other species,DD - Data deficient,Erckel’s Francolin is one of the exotic birds that contribute to the spread of the introduced Banana Poka Passiflora mollissima in the Hawaiian Islands.,NA,NA,NA,NA,NA,"Lever, C. (2005). Naturalized Birds of the World. Bloomsbury, London.",EICAT_Pternistis erckelii_290921_IUCN_accept.xlsx
Ptychadena mascareniensis,Mascarene Grass Frog,N/A,N/A,NA,DD - Data deficient,N/A,NA,N/A,NA,N/A,N/A,NA,EICAT_Ptychadena mascareniensis_12102021_accept.xlsm
Pycnonotus jocosus,Red-whiskered Bulbul,Republic of Mauritius,NA,(1) Competition,DD - Data deficient,"This bulbul, and the Cardinal Foudia madagascariensis, may compete directly with related native species and restrict their distribution, abundance or both.

",NA,NA,NA,NA,NA,Diamond A W (2009) Studies of Mascarene Island Birds. Edited by Anthony William Diamond. Cambridge University Press.,EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,Japan,NA,(1) Competition,DD - Data deficient,"There are records of import of this species since Edo Era (17C - mid 19C).
Potentially Impact: Competition with native birds",NA,NA,NA,NA,NA,National Institut for Environmental Studies Japan (2011) Invasive species of Japan - Pycnonotus jocosus https://www.nies.go.jp/biodiversity/invasive/DB/detail/20110e.html,EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,Republic of Mauritius,NA,(2) Predation,MR - Major,"On Mauritius I., Red-whiskered Bulbuls were blamed for the drastic reduction in populations of native
white-eyes (Zosterops spp.) and the disappearance of large spiders of the genus Nephilia, which are
still common on Reunion and Rodrigues Is., where Red-whiskered Bulbul is absent.",Low,There is no observational  evidence to support the assessment.,NA,Nephilia sp.,NA,"Islam K and Williams RN (2000) Red-vented Bulbul (Pycnonotus cafer) and Red-whiskered Bulbul (Pycnonotus jocosus). In The Birds of North America, No. 520 (A. Poole and F. Gill, eds.). The Birds of North America, Inc., Philadelphia, PA. https://doi.org/10.2173/tbna.520.p.",EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,Republic of Mauritius,NA,(2) Predation,MR - Major,"This bulbul was blamed by d'Emmerez (1914) and Carie (1910) for the disappearance of the large spiders of the genus Nephilia (which are still common in Reunion and Rodrigues, where the bird is absent: pers. obs.), and for dramatic reductions in populations of native White-eyes Zosterops spp..
",Low,There is no observational  evidence to support the assessment.,NA,Nephilia sp.,NA,Diamond A W (2009) Studies of Mascarene Island Birds. Edited by Anthony William Diamond. Cambridge University Press.,EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,Republic of Mauritius,NA,(2) Predation,MO - Moderate,"On Mauritius I., Red-whiskered Bulbuls were blamed for the drastic reduction in populations of native
white-eyes (Zosterops spp.) and the disappearance of large spiders of the genus Nephilia, which are
still common on Reunion and Rodrigues Is., where Red-whiskered Bulbul is absent.",Low,There is no observational  evidence to support the assessment.,NA,Zosterops spp.,NA,"Islam K and Williams RN (2000) Red-vented Bulbul (Pycnonotus cafer) and Red-whiskered Bulbul (Pycnonotus jocosus). In The Birds of North America, No. 520 (A. Poole and F. Gill, eds.). The Birds of North America, Inc., Philadelphia, PA. https://doi.org/10.2173/tbna.520.p.",EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,Republic of Mauritius,NA,(2) Predation,MO - Moderate,"Nest-robbing is also attributed to the introduced Mynah Acridotheres tristis and bulbul
Pycnonotus jocosus, the latter being blamed for heavy losses to white-eyes Zoster ops spp. This bulbul, and
the Cardinal Foudia madagascariensis, may compete directly with related native species and restrict their distribution, abundance or both.

The nest-site would be relatively safe from arboreal predators such as monkeys and rats, but the Red-whiskered Bulbul Pycnonotus jocosus has been considered responsible for nest losses to the white-eyes. Carie (1916) collected but did not publish evidence that the Bulbul not only robbed eggs and young, but went on to refurbish and make use of the white-eyes' nests",Low,"Whilst the evidence for impact is observational, it is difficult to establish the extent and severity of predation impacts to populations of Zosterops spp. in Mauritius.",NA,Zosterops spp.,NA,Diamond A W (2009) Studies of Mascarene Island Birds. Edited by Anthony William Diamond. Cambridge University Press.,EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
Pycnonotus jocosus,Red-whiskered Bulbul,Republic of Mauritius,NA,(2) Predation,MO - Moderate,"Pycnonotus jocosus is believed to have contributed to population declines of endemic white-eyes (Zosterops spp.;
Cheke 1987, Sørensen 2005).",Low,"No empirical evidence, reference to published literature.",NA,Zosterops spp.,NA,"Linnebjerg J, Hansen D, Bunbury N & Olesen J (2010) Diet composition of the invasive red-whiskered bulbul Pycnonotus jocosus in Mauritius. Journal of Tropical Ecology, 26(3), 347-350. doi:10.1017/S0266467409990617",EICAT_Pycnonotus jocosus_070921_IUCN_accept.xlsx
